id,type_de_bien,année,nb_de_pieces,surface,ville,prix
3445,appartement,1900,1,28, BORDEAUX,152250
3446,maison,1930,6,187, VILLENAVE D ORNON,365500
3447,maison,1953,5,152, LA TESTE DE BUCH,621000
3448,appartement,3,2,75, LEGE CAP FERRET,756000
3449,maison,1900,3,66, BORDEAUX,399000
3450,maison,1930,4,90, BORDEAUX,318000
3451,maison,2016,5,114, STE EULALIE,357000
3452,maison,6,4,113, CENON,399500
3453,appartement,3,2,60, LANGON,85715
3454,appartement,3,2,107, BORDEAUX,449500
3455,maison,7,5,147, GRADIGNAN,432500
3456,maison,1984,4,80, AUDENGE,340000
3457,maison,6,7,254, BORDEAUX,703500
3458,appartement,2021,2,45, BORDEAUX,215000
3459,appartement,2020,2,41, BORDEAUX,223500
3460,appartement,2021,2,49, BRUGES,206000
3461,maison,7,4,330, MERIGNAC,1257000
3462,maison,4,3,70, ST MEDARD EN JALLES,312500
3463,appartement,4,2,69, LE TEICH,234000
3464,maison,5,4,160, GUJAN MESTRAS,651000
3465,maison,6,4,173, MERIGNAC,698250
3466,maison,6,5,190, LE TEMPLE,577500
3467,appartement,2,1,47, BORDEAUX,289000
3468,maison,1900,9,310, LIBOURNE,499000
3469,appartement,3,2,72, MERIGNAC,214000
3470,maison,4,3,160, ST SULPICE ET CAMEYRAC,286900
3471,maison,2001,4,104, BELIN BELIET,356000
3472,maison,12,7,390, ST LOUBES,945000
3473,maison,8,5,194, LE TEICH,599500
3474,maison,2001,6,155, GUJAN MESTRAS,645000
3475,maison,5,4,122, ST CHRISTOPHE DE DOUBLE,172800
3476,appartement,3,2,61, SOULAC SUR MER,213500
3477,appartement,3,2,62, SOULAC SUR MER,233900
3478,maison,2012,3,59, SOULAC SUR MER,233900
3479,maison,5,4,97, GUJAN MESTRAS,402000
3480,maison,8,4,181, ST EMILION,204000
3481,maison,5,4,104, BUDOS,236000
3482,appartement,2002,4,133, ARCACHON,780000
3483,maison,1934,3,60, ANDERNOS LES BAINS,307500
3484,appartement,2,1,38, ARES,163500
3485,maison,1900,7,220, BORDEAUX,1554000
3486,maison,1900,5,133, ST EMILION,161000
3487,appartement,2002,2,53, BORDEAUX,184000
3488,maison,6,3,190, SALLES,392700
3489,appartement,3,2,62, BRUGES,247000
3490,appartement,3,2,67, BORDEAUX,308000
3491,appartement,2,1,42, BRUGES,198000
3492,maison,3,2,65, GRADIGNAN,268000
3493,maison,4,3,96, GUJAN MESTRAS,367500
3494,appartement,2021,5,137, ANDERNOS LES BAINS,605000
3495,appartement,2021,3,85, ANDERNOS LES BAINS,430000
3496,appartement,1,1,25, GIRONDE SUR DROPT,50000
3497,appartement,1,1,25, GIRONDE SUR DROPT,50000
3498,appartement,3,2,63, AUDENGE,184440
3499,maison,2019,5,148, LEGE CAP FERRET,784000
3500,appartement,1900,3,133, BORDEAUX,750000
3501,appartement,1,1,19, BORDEAUX,149446
3502,maison,1950,8,210, ARCACHON,2100000
3503,maison,7,3,205, ST EMILION,785000
3504,maison,1897,4,90, SOULAC SUR MER,299000
3505,maison,1974,6,153, LIBOURNE,228900
3506,appartement,3,2,53, MIOS,168000
3507,appartement,5,4,100, ARCACHON,541730
3508,maison,2014,5,196, LA TESTE DE BUCH,940000
3509,appartement,2,1,24, ARCACHON,99500
3510,maison,7,5,240, COUTRAS,507000
3511,maison,8,4,280, LIBOURNE,685000
3512,maison,8,5,220, PUYNORMAND,170500
3513,maison,5,4,129, STE FOY LA GRANDE,128500
3514,maison,4,2,83, VILLANDRAUT,169500
3515,maison,1800,13,462, LA BREDE,850000
3516,maison,1800,13,462, BORDEAUX,850000
3517,appartement,3,2,60, PAREMPUYRE,190800
3518,appartement,2,1,57, BORDEAUX,160000
3519,maison,1850,5,128, ST CIERS SUR GIRONDE,119000
3520,maison,7,4,170, MIOS,598000
3521,maison,8,4,300, IZON,593560
3522,appartement,1970,3,65, FLOIRAC,186375
